Weather,City,Subservice,Service,Price
Extreme,Haridwar,Switch Membrane / Key Pad Repair,Refrigerator Repair,184.67
Extreme,Rishikesh,MCB fuse replacement,Microwave Repair,304.17
Fine,Rishikesh,Switchboard installation,Men/kids haircut,320.19
Extreme,Delhi,Tap replacement,Shave/beard grooming,357.14
Extreme,Rishikesh,Timer,Washing Machine Repair,320.76
Fine,Haridwar,Room heater repair,Chimney Repair,204.28
Extreme,Haridwar,Mini home theater installation,Laptop Repair,147.37
Extreme,Jaipur,Material Procurement Charges,Washing Machine Repair,390.04
Fine,Delhi,MCB fuse replacement,Pest control,97.76
Extreme,Rishikesh,Fan Coil Repair,Water Purifier Repair,240.74
Fine,Lucknow,Door bell replacement,Plumber,209.49
Fine,Ahemdabad,Fan Coil Repair,Refrigerator Repair,328.05
Fine,Haridwar,Door bell installation,AC Repair Service,143.99
Fine,Rishikesh,Bulb,AC Repair Service,497.67
Fine,Lucknow,Geyser Uninstallation,Massage,329.26
Extreme,Delhi,Room heater repair,Kitchen cleaning,184.25
Extreme,Ahemdabad,Decorative ceiling fan installation,Men/kids haircut,91.95
Fine,Haridwar,Switch Membrane / Key Pad Repair,Hair colour,425.1
Extreme,Ahemdabad,Geyser Uninstallation,Refrigerator Repair,408.96
Extreme,Dehradun,Thermal Cut Off (TCO),AC Repair Service,350.56
Extreme,Lucknow,Stabilizer installation,Face care,169.92
Extreme,Delhi,Bulb Holder Installation,Water Purifier Repair,389.56
Extreme,Dehradun,Drainage pipe blockage removal,Pest control,310.2
Fine,Delhi,Switchboard installation,Electrician,223.57
Extreme,Ahemdabad,Balcony drain blockage removal,Chimney Repair,171.63
Fine,Noida,Material Procurement Charges,Bathroom cleaning,255.81
Extreme,Haridwar,Decorative Lights Uninstallation (per 5m),Laptop Repair,202.16
Fine,Noida,TV installation (up to 48 inches),Face care,412.42
Fine,Dehradun,Triple Pole MCB Installation,Washing Machine Repair,55.23
Fine,Dehradun,Switch Membrane / Key Pad Repair,Chimney Repair,481.22
Fine,Jaipur,Bulb Holder Installation,Hair colour,203.11
Fine,Ahemdabad,TV installation (above 48 inches),Home painting,324.42
Extreme,Haridwar,Switch Membrane / Key Pad Repair,Shave/beard grooming,284.69
Extreme,Dehradun,Decorative Lights Installation (per 5m),Chimney Repair,236.36
Fine,Lucknow,Wash Basin Leakage Repair,Full home cleaning,305.92
Fine,Jaipur,Decorative Lights Installation (per 15m),Men/kids haircut,370.06
Fine,Rishikesh,Fan repair,Water Purifier Repair,211.29
Fine,Lucknow,Tubelight Installation/Repair,AC Repair Service,349.59
Fine,Noida,Geyser Installation,Men/kids haircut,232.16
Extreme,Lucknow,Fan uninstallation,Massage,370.63
Extreme,Dehradun,Single battery inverter installation,Massage,435.01
Fine,Noida,Tap repair,Refrigerator Repair,190.66
Fine,Haridwar,Door bell installation,Massage,220.22
Fine,Haridwar,Lantern Installation,Electrician,447.04
Fine,Haridwar,Bulb Holder Installation,Washing Machine Repair,277.6
Extreme,Jaipur,TV uninstallation,Home painting,133.37
Fine,Rishikesh,Shower installation (ceiling mounted),Kitchen cleaning,411.44
Fine,Haridwar,Cavity sensor,Men/kids haircut,374.72
Fine,Noida,Shower installation (wall mounted/ hand-held),Electrician,152.81
Fine,Rishikesh,3 Phase changeover switch installation,Electrician,88.26
Extreme,Jaipur,Lantern Installation,AC Repair Service,110.63
Extreme,Delhi,Switch Membrane / Key Pad Repair,Massage,57.12
Fine,Delhi,Tap repair,Electrician,258.24
Extreme,Noida,Fan replacement,Face care,436.03
Fine,Jaipur,Double battery inverter installation,Washing Machine Repair,355.5
Fine,Dehradun,Decorative Lights Installation (per 5m),Refrigerator Repair,132.85
Extreme,Jaipur,Waste pipe leakage,Shave/beard grooming,123.37
Fine,Rishikesh,Four Pole MCB Installation,Massage,319.43
Fine,Rishikesh,Mini home theater installation,Massage,473.05
Extreme,Rishikesh,Four Pole MCB Installation,Chimney Repair,313.41
Extreme,Noida,Wash basin blockage removal,Full home cleaning,242.9
Fine,Jaipur,Switch Membrane / Key Pad Repair,Laptop Repair,410.13
Fine,Noida,Tap installation,Pest control,452.37
Extreme,Noida,MCB fuse replacement,Bathroom cleaning,406.4
Fine,Delhi,Bulb Holder Installation,Microwave Repair,495.95
Fine,Rishikesh,Tap installation,Shave/beard grooming,378.28
Fine,Rishikesh,Minor fittings installation,Chimney Repair,306.16
Extreme,Ahemdabad,New wiring without casing (per 5m),Massage,444.37
Extreme,Delhi,Decorative Lights Installation (per 10m),Refrigerator Repair,370.7
Fine,Dehradun,Decorative Lights Installation (per 15m),Massage,486.97
Fine,Jaipur,Wash Basin Leakage Repair,Home painting,86.46
Extreme,Rishikesh,Mini home theater installation,AC Repair Service,56.46
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Face care,306.66
Fine,Dehradun,Decorative Lights Installation (per 10m),Carpenter,444.66
Extreme,Delhi,Drainage pipe blockage removal,Microwave Repair,304.23
Extreme,Haridwar,Bulb Holder Installation,Plumber,89.22
Extreme,Lucknow,Stabilizer installation,Electrician,117.07
Extreme,Rishikesh,Double battery inverter installation,AC Repair Service,330.02
Extreme,Jaipur,Inverter servicing,Massage,81.06
Fine,Haridwar,Double Pole MCB Installation,Electrician,381.07
Extreme,Rishikesh,3 Phase Changeover Switch Installation,Bathroom cleaning,101.64
Fine,Ahemdabad,New internal wiring (per 5m),Face care,373.66
Fine,Noida,Hot & cold water mixer repair,Electrician,303.53
Extreme,Dehradun,AC switchbox installation,AC Repair Service,207.16
Fine,Delhi,Triple Pole MCB Installation,Chimney Repair,354.13
Extreme,Noida,Inverter servicing,Home painting,407.78
Extreme,Jaipur,Bulb holder installation,Carpenter,496.34
Extreme,Rishikesh,Material Procurement Charges,Men/kids haircut,148.27
Extreme,Haridwar,Lights Uninstallation (per 20 m),Massage,301.47
Extreme,Ahemdabad,Chandelier installation (more than 6 bulbs),Bathroom cleaning,359.09
Fine,Jaipur,Inverter PCB Card Replacement,Laptop Repair,236.67
Fine,Ahemdabad,Cavity sensor,Pest control,247.37
Fine,Ahemdabad,Inverter PCB Card Replacement,Chimney Repair,231.47
Fine,Rishikesh,Thermal Cut Off (TCO),Full home cleaning,418.54
Extreme,Dehradun,TV installation (above 48 inches),Chimney Repair,234.52
Fine,Ahemdabad,Shower installation (ceiling mounted),Kitchen cleaning,392.31
Fine,Jaipur,Inverter PCB Card Replacement,Face care,154.56
Fine,Lucknow,Thermal Cut Off (TCO),Plumber,163.85
Fine,Rishikesh,Lantern Installation,Carpenter,269.9
Extreme,Noida,Geyser Installation,Men/kids haircut,450.39
Extreme,Rishikesh,Drainage pipe blockage removal,Microwave Repair,473.78
Extreme,Delhi,TV uninstallation,Refrigerator Repair,212.35
Extreme,Delhi,Tap installation,Water Purifier Repair,135.24
Extreme,Ahemdabad,MCB fuse replacement,Massage,176.26
Extreme,Delhi,Chandelier installation (more than 6 bulbs),Hair colour,213.59
Extreme,Dehradun,Door bell replacement,Hair colour,436.61
Fine,Haridwar,PCB Repair,Water Purifier Repair,308.13
Fine,Noida,Minor fittings installation,Bathroom cleaning,121.44
Extreme,Haridwar,Double Pole MCB Installation,Water Purifier Repair,171.05
Extreme,Lucknow,Balcony drain blockage removal,Bathroom cleaning,364.82
Fine,Rishikesh,Geyser Installation,Microwave Repair,190.61
Fine,Delhi,Cavity sensor,Water Purifier Repair,154.67
Extreme,Lucknow,Inverter PCB Card Replacement,Refrigerator Repair,284.96
Fine,Rishikesh,Waste pipe leakage,Electrician,78.31
Extreme,Rishikesh,Balcony drain blockage removal,Home painting,459.14
Fine,Dehradun,3 Phase Changeover Switch Installation,Washing Machine Repair,79.26
Extreme,Ahemdabad,Ceiling fan regulator replacement,Chimney Repair,431.33
Extreme,Lucknow,Minor fittings installation,Massage,339.92
Fine,Jaipur,Timer,Carpenter,164.71
Extreme,Ahemdabad,MCB fuse replacement,Carpenter,399.43
Extreme,Haridwar,Fuse 5 / 15 Amp,Men/kids haircut,328.79
Fine,Rishikesh,Bulb,Plumber,353.12
Fine,Delhi,Bulb,Chimney Repair,299.15
Fine,Haridwar,Decorative light & bed lamp installation,Chimney Repair,201.34
Extreme,Lucknow,Fuse 5 / 15 Amp,AC Repair Service,133.54
Extreme,Jaipur,Fan repair,Carpenter,344.53
Fine,Rishikesh,Hot & cold water mixer repair,Pest control,135.7
Fine,Delhi,Decorative Lights Uninstallation (per 5m),Refrigerator Repair,128.9
Extreme,Rishikesh,Fan repair,Laptop Repair,73.73
Fine,Delhi,Tap replacement,Bathroom cleaning,188.84
Fine,Haridwar,Stabilizer installation,Pest control,133.66
Fine,Noida,Sub meter installation,Home painting,260.71
Fine,Ahemdabad,Fan repair,Microwave Repair,211.33
Fine,Haridwar,Fan Coil Repair,Kitchen cleaning,378.05
Fine,Delhi,Door bell replacement,Laptop Repair,411.05
Fine,Lucknow,Tap repair,Carpenter,176.32
Fine,Noida,Decorative light & bed lamp installation,Home painting,337.42
Fine,Jaipur,TV installation (above 48 inches),Full home cleaning,494.63
Fine,Noida,Drainage pipe blockage removal,Home painting,129.01
Fine,Haridwar,Bulbs installation (upto 5 bulbs),Bathroom cleaning,162.73
Extreme,Jaipur,Mini home theater installation,Chimney Repair,192.12
Fine,Noida,Minor fittings installation,Microwave Repair,211.73
Fine,Rishikesh,Door bell replacement,Carpenter,445.43
Extreme,Haridwar,Hot & cold water mixer repair,Bathroom cleaning,215.85
Fine,Delhi,Hot & cold water mixer installation,Hair colour,269.22
Fine,Lucknow,Inverter fuse replacement,Shave/beard grooming,184.21
Extreme,Noida,Replace CFL to LED,Full home cleaning,415.66
Extreme,Noida,Double battery inverter installation,Men/kids haircut,308.15
Extreme,Jaipur,Bulb Holder Installation,Microwave Repair,155.2
Extreme,Ahemdabad,Room heater repair,Refrigerator Repair,318.99
Fine,Dehradun,Double battery inverter installation,Washing Machine Repair,174.16
Extreme,Jaipur,Door bell replacement,Refrigerator Repair,431.27
Fine,Lucknow,Replace CFL to LED,Massage,475.21
Extreme,Ahemdabad,3 Phase changeover switch installation,Chimney Repair,240.38
Extreme,Ahemdabad,Inverter PCB Card Replacement,Shave/beard grooming,52.98
Fine,Delhi,New wiring with casing (per 5m),Pest control,128.74
Extreme,Delhi,Inverter servicing,Men/kids haircut,116.99
Extreme,Lucknow,Thermal Cut Off (TCO),Shave/beard grooming,297.3
Fine,Lucknow,Fan uninstallation,Water Purifier Repair,448.81
Fine,Jaipur,TV installation (above 48 inches),Full home cleaning,135.31
Fine,Haridwar,Shower installation (ceiling mounted),Refrigerator Repair,126.22
Fine,Lucknow,Fan uninstallation,Shave/beard grooming,278
Extreme,Haridwar,Balcony drain blockage removal,Plumber,74.6
Fine,Delhi,Thermal Cut Off (TCO),Plumber,479.48
Extreme,Rishikesh,Shower installation (wall mounted/ hand-held),Shave/beard grooming,83.79
Extreme,Dehradun,TV installation (up to 48 inches),Massage,398.29
Fine,Haridwar,Timer,Carpenter,61.35
Fine,Dehradun,Decorative light & bed lamp installation,Shave/beard grooming,396.25
Fine,Rishikesh,New internal wiring (per 5m),Face care,344.21
Fine,Haridwar,Decorative Lights Uninstallation (per 5m),Microwave Repair,404.29
Extreme,Delhi,Tap repair,Carpenter,379.79
Fine,Rishikesh,MCB fuse replacement,Water Purifier Repair,499.21
Fine,Noida,Hot & cold water mixer installation,AC Repair Service,346.18
Fine,Haridwar,Shower installation (wall mounted/ hand-held),Home painting,323.68
Fine,Ahemdabad,Four Pole MCB Installation,Home painting,122.01
Fine,Delhi,Door bell replacement,Shave/beard grooming,350.03
Fine,Dehradun,Bulb holder installation,Chimney Repair,362.07
Fine,Delhi,Tap installation,Laptop Repair,197.21
Extreme,Ahemdabad,Single pole MCB installation,Shave/beard grooming,120.64
Extreme,Haridwar,Chandelier installation (upto 6 bulbs),Face care,196.78
Fine,Haridwar,New internal wiring (per 5m),AC Repair Service,358.95
Fine,Dehradun,Fan Coil Repair,Face care,66.5
Extreme,Dehradun,Decorative ceiling fan installation,Bathroom cleaning,374.16
Fine,Lucknow,TV installation (up to 48 inches),Shave/beard grooming,247.45
Extreme,Dehradun,Switch Membrane / Key Pad Repair,Laptop Repair,454.28
Fine,Noida,Chandelier installation (more than 6 bulbs),Carpenter,153.93
Fine,Ahemdabad,MCB fuse replacement,Face care,142.41
Extreme,Delhi,Chandelier installation (upto 6 bulbs),Massage,211.05
Extreme,Noida,Hot & cold water mixer installation,Pest control,109.33
Fine,Delhi,Single battery inverter installation,Face care,131.03
Extreme,Noida,Fan uninstallation,Bathroom cleaning,112.06
Fine,Lucknow,Minor fittings installation,Kitchen cleaning,228.18
Extreme,Noida,Decorative Lights Uninstallation (per 5m),Kitchen cleaning,259.01
Extreme,Jaipur,Four Pole MCB Installation,Refrigerator Repair,338.2
Fine,Ahemdabad,Drainage pipe blockage removal,Pest control,101.05
Extreme,Ahemdabad,Shower installation (wall mounted/ hand-held),Microwave Repair,103.36
Fine,Lucknow,Balcony drain blockage removal,AC Repair Service,159.24
Extreme,Haridwar,Triple Pole MCB Installation,Pest control,188.77
Extreme,Haridwar,Waste pipe leakage,Laptop Repair,62.12
Extreme,Delhi,Fan repair,Chimney Repair,162.28
Extreme,Dehradun,Hot & cold water mixer installation,Water Purifier Repair,423.25
Extreme,Haridwar,Lantern Installation,Shave/beard grooming,475.37
Fine,Jaipur,Thermal Cut Off (TCO),Microwave Repair,226.4
Extreme,Lucknow,Fan repair,AC Repair Service,93.31
Fine,Ahemdabad,Inverter fuse replacement,Refrigerator Repair,344.11
Extreme,Lucknow,New internal wiring (per 5m),Face care,421.15
Extreme,Haridwar,Double battery inverter installation,Laptop Repair,338.98
Fine,Dehradun,Decorative ceiling fan installation,Laptop Repair,163.31
Extreme,Lucknow,Inverter servicing,Chimney Repair,137.51
Extreme,Haridwar,Double battery inverter installation,Electrician,440.78
Extreme,Delhi,Ceiling Fan Installation,Chimney Repair,227.94
Fine,Lucknow,Triple Pole MCB Installation,Massage,98.92
Extreme,Jaipur,TV installation (up to 48 inches),Water Purifier Repair,370.28
Extreme,Noida,Inverter fuse replacement,Home painting,353.02
Fine,Haridwar,Wash basin blockage removal,Massage,236.39
Extreme,Jaipur,Ceiling fan regulator replacement,Laptop Repair,134.98
Extreme,Lucknow,Stabilizer installation,Carpenter,268.33
Fine,Ahemdabad,Minor fittings installation,Electrician,54.65
Fine,Lucknow,Replace CFL to LED,Pest control,221.64
Extreme,Noida,Decorative light & bed lamp installation,Chimney Repair,304.73
Fine,Ahemdabad,Inverter fuse replacement,Pest control,181.57
Fine,Noida,Switch/socket replacement,Men/kids haircut,354.04
Fine,Lucknow,Inverter PCB Card Replacement,Washing Machine Repair,351.5
Fine,Ahemdabad,Fan repair,Electrician,237.5
Fine,Dehradun,Decorative Lights Installation (per 15m),Water Purifier Repair,193.92
Fine,Delhi,Bulb,Plumber,180.85
Fine,Lucknow,Shower installation (wall mounted/ hand-held),Bathroom cleaning,158.26
Fine,Delhi,3 Phase changeover switch installation,Microwave Repair,450.76
Extreme,Lucknow,Decorative light & bed lamp installation,Laptop Repair,69.3
Fine,Jaipur,Wash basin blockage removal,Microwave Repair,382.22
Extreme,Dehradun,Fuse 5 / 15 Amp,Full home cleaning,52.87
Fine,Jaipur,TV installation (above 48 inches),Hair colour,232.12
Extreme,Rishikesh,Double battery inverter installation,Water Purifier Repair,117.27
Extreme,Rishikesh,Fan repair,Plumber,387.51
Extreme,Ahemdabad,Replace CFL to LED,Home painting,71.31
Fine,Lucknow,Triple Pole MCB Installation,Men/kids haircut,110.55
Extreme,Rishikesh,Fan repair,Chimney Repair,377.15
Fine,Dehradun,Thermal Cut Off (TCO),Plumber,235.6
Extreme,Delhi,Double Pole MCB Installation,AC Repair Service,407.72
Fine,Ahemdabad,Double battery inverter installation,Water Purifier Repair,180.25
Extreme,Jaipur,Switch Membrane / Key Pad Repair,Laptop Repair,411.51
Extreme,Rishikesh,3 Phase changeover switch installation,Laptop Repair,426.7
Extreme,Lucknow,Tap repair,Plumber,67.17
Fine,Lucknow,Decorative Lights Installation (per 15m),Laptop Repair,430.52
Fine,Lucknow,Room heater repair,AC Repair Service,456.05
Extreme,Haridwar,Single pole MCB installation,Hair colour,181.93
Fine,Lucknow,AC switchbox installation,Kitchen cleaning,245.79
Extreme,Ahemdabad,New wiring with casing (per 5m),Washing Machine Repair,183.67
Extreme,Lucknow,Decorative Lights Uninstallation (per 5m),Men/kids haircut,362.34
Fine,Delhi,Cavity sensor,Men/kids haircut,145.52
Extreme,Lucknow,Timer,Plumber,282.43
Extreme,Dehradun,Door bell installation,Face care,151.84
Fine,Haridwar,Tap replacement,Full home cleaning,250.29
Extreme,Jaipur,Double Pole MCB Installation,Pest control,375.21
Extreme,Jaipur,TV installation (up to 48 inches),Men/kids haircut,242.02
Extreme,Dehradun,Timer,Massage,73.92
Extreme,Jaipur,Minor fittings installation,Refrigerator Repair,67.52
Fine,Rishikesh,Hot & cold water mixer repair,Face care,403.82
Fine,Lucknow,Bulb,Laptop Repair,222.97
Extreme,Rishikesh,Switchboard installation,Bathroom cleaning,401.08
Fine,Haridwar,Replace CFL to LED,Chimney Repair,209.05
Extreme,Dehradun,Ceiling fan regulator replacement,Full home cleaning,61.86
Extreme,Haridwar,TV installation (above 48 inches),AC Repair Service,160.63
Fine,Lucknow,Door bell replacement,Chimney Repair,116.68
Extreme,Noida,Geyser Installation,Carpenter,154.86
Extreme,Haridwar,Switchboard repair,Washing Machine Repair,168.43
Extreme,Delhi,3 Phase changeover switch installation,Carpenter,206.14
Fine,Ahemdabad,Geyser Uninstallation,Hair colour,281.93
Extreme,Rishikesh,Mini home theater installation,Bathroom cleaning,68.49
Fine,Noida,Four Pole MCB Installation,Laptop Repair,465.77
Fine,Noida,Double Pole MCB Installation,Home painting,424.32
Extreme,Delhi,Material Procurement Charges,Water Purifier Repair,322.56
Extreme,Ahemdabad,Geyser Installation,Laptop Repair,455.92
Fine,Ahemdabad,Decorative Lights Uninstallation (per 5m),Hair colour,149.87
Fine,Jaipur,Bulb holder installation,Laptop Repair,455.46
Fine,Delhi,Tap repair,Water Purifier Repair,458.94
Extreme,Haridwar,Decorative light & bed lamp installation,Carpenter,424.58
Fine,Haridwar,New internal wiring (per 5m),Electrician,446.74
Fine,Dehradun,Switchboard installation,Home painting,290.3
Extreme,Dehradun,Bulb holder installation,Chimney Repair,226.17
Fine,Haridwar,Switch/socket replacement,Massage,262.04
Fine,Haridwar,Room heater repair,Washing Machine Repair,390.71
Extreme,Jaipur,Ceiling Fan Installation,Bathroom cleaning,138.23
Extreme,Dehradun,Double Pole MCB Installation,Face care,325.07
