"﻿Weather,Subservice,City,Service,Price"
"Extreme,Double Pole MCB Installation,Delhi,AC Repair Service,407.72"
"Fine,Double battery inverter installation,Ahemdabad,Water Purifier Repair,180.25"
"Extreme,Switch Membrane / Key Pad Repair,Jaipur,Laptop Repair,411.51"
"Extreme,3 Phase changeover switch installation,Rishikesh,Laptop Repair,426.7"
"Extreme,Tap repair,Lucknow,Plumber,67.17"
"Fine,Decorative Lights Installation (per 15m),Lucknow,Laptop Repair,430.52"
"Fine,Room heater repair,Lucknow,AC Repair Service,456.05"
"Extreme,Single pole MCB installation,Haridwar,Hair colour,181.93"
"Fine,AC switchbox installation,Lucknow,Kitchen cleaning,245.79"
"Extreme,New wiring with casing (per 5m),Ahemdabad,Washing Machine Repair,183.67"
"Extreme,Decorative Lights Uninstallation (per 5m),Lucknow,Men/kids haircut,362.34"
"Fine,Cavity sensor,Delhi,Men/kids haircut,145.52"
"Extreme,Timer,Lucknow,Plumber,282.43"
"Extreme,Door bell installation,Dehradun,Face care,151.84"
"Fine,Tap replacement,Haridwar,Full home cleaning,250.29"
"Extreme,Double Pole MCB Installation,Jaipur,Pest control,375.21"
"Extreme,TV installation (up to 48 inches),Jaipur,Men/kids haircut,242.02"
"Extreme,Timer,Dehradun,Massage,73.92"
"Extreme,Minor fittings installation,Jaipur,Refrigerator Repair,67.52"
"Fine,Hot & cold water mixer repair,Rishikesh,Face care,403.82"
"Fine,Bulb,Lucknow,Laptop Repair,222.97"
"Extreme,Switchboard installation,Rishikesh,Bathroom cleaning,401.08"
"Fine,Replace CFL to LED,Haridwar,Chimney Repair,209.05"
"Extreme,Ceiling fan regulator replacement,Dehradun,Full home cleaning,61.86"
"Extreme,TV installation (above 48 inches),Haridwar,AC Repair Service,160.63"
"Fine,Door bell replacement,Lucknow,Chimney Repair,116.68"
"Extreme,Geyser Installation,Noida,Carpenter,154.86"
"Extreme,Switchboard repair,Haridwar,Washing Machine Repair,168.43"
"Extreme,3 Phase changeover switch installation,Delhi,Carpenter,206.14"
"Fine,Geyser Uninstallation,Ahemdabad,Hair colour,281.93"
"Extreme,Mini home theater installation,Rishikesh,Bathroom cleaning,68.49"
"Fine,Four Pole MCB Installation,Noida,Laptop Repair,465.77"
"Fine,Double Pole MCB Installation,Noida,Home painting,424.32"
"Extreme,Material Procurement Charges,Delhi,Water Purifier Repair,322.56"
"Extreme,Geyser Installation,Ahemdabad,Laptop Repair,455.92"
"Fine,Decorative Lights Uninstallation (per 5m),Ahemdabad,Hair colour,149.87"
"Fine,Bulb holder installation,Jaipur,Laptop Repair,455.46"
"Fine,Tap repair,Delhi,Water Purifier Repair,458.94"
"Extreme,Decorative light & bed lamp installation,Haridwar,Carpenter,424.58"
"Fine,New internal wiring (per 5m),Haridwar,Electrician,446.74"
"Fine,Switchboard installation,Dehradun,Home painting,290.3"
"Extreme,Bulb holder installation,Dehradun,Chimney Repair,226.17"
"Fine,Switch/socket replacement,Haridwar,Massage,262.04"
"Fine,Room heater repair,Haridwar,Washing Machine Repair,390.71"
"Extreme,Ceiling Fan Installation,Jaipur,Bathroom cleaning,138.23"
"Extreme,Double Pole MCB Installation,Dehradun,Face care,325.07"
"Extreme,Decorative ceiling fan installation,Ahemdabad,Chimney Repair,118.95"
"Extreme,Decorative Lights Installation (per 5m),Jaipur,Washing Machine Repair,111.19"
"Extreme,Mini home theater installation,Rishikesh,Face care,101.28"
"Fine,Mini home theater installation,Delhi,Laptop Repair,181.78"
"Extreme,3 Phase Changeover Switch Installation,Delhi,Kitchen cleaning,67.34"
"Extreme,Replace CFL to LED,Jaipur,Men/kids haircut,463.55"
"Extreme,Decorative Lights Installation (per 5m),Delhi,Electrician,272.88"
"Extreme,Switchboard repair,Haridwar,Refrigerator Repair,399.72"
"Fine,PCB Repair,Jaipur,Kitchen cleaning,109.92"
"Extreme,Inverter fuse replacement,Ahemdabad,Chimney Repair,454"
"Fine,Geyser Installation,Ahemdabad,Water Purifier Repair,334.15"
"Extreme,Switchboard installation,Delhi,Massage,162.26"
"Fine,Ceiling Fan Installation,Haridwar,Refrigerator Repair,479.53"
"Fine,Waste pipe leakage,Lucknow,Washing Machine Repair,180.7"
"Fine,Tap repair,Noida,Home painting,384.83"
"Fine,Lantern Installation,Noida,Kitchen cleaning,462.86"
"Extreme,TV uninstallation,Delhi,Bathroom cleaning,445.88"
"Extreme,Cavity sensor,Rishikesh,AC Repair Service,373.23"
"Fine,Material Procurement Charges,Ahemdabad,Refrigerator Repair,257.58"
"Extreme,New internal wiring (per 5m),Noida,Pest control,74.14"
"Extreme,Lights Uninstallation (per 20 m),Ahemdabad,Laptop Repair,174.05"
"Fine,New wiring with casing (per 5m),Delhi,Water Purifier Repair,418.3"
"Fine,Single battery inverter installation,Rishikesh,Massage,332.2"
"Fine,AC switchbox installation,Dehradun,Face care,374.29"
"Fine,Drainage pipe blockage removal,Jaipur,Home painting,281.3"
"Fine,Decorative ceiling fan installation,Jaipur,Men/kids haircut,371.42"
"Extreme,Minor fittings installation,Rishikesh,Men/kids haircut,257.31"
"Fine,Stabilizer installation,Noida,Chimney Repair,121.12"
"Extreme,3 Phase changeover switch installation,Lucknow,Home painting,317.46"
"Extreme,MCB fuse replacement,Noida,Plumber,163.24"
"Extreme,Switch Membrane / Key Pad Repair,Rishikesh,AC Repair Service,165.99"
"Extreme,Bulb,Noida,Shave/beard grooming,382.59"
"Extreme,Fuse 5 / 15 Amp,Jaipur,Chimney Repair,81.1"
"Fine,Room heater repair,Lucknow,Electrician,378.94"
"Fine,Cavity sensor,Jaipur,Electrician,422.88"
"Extreme,Decorative Lights Installation (per 15m),Ahemdabad,Pest control,149.67"
"Extreme,Wash Basin Leakage Repair,Ahemdabad,Refrigerator Repair,428.73"
"Fine,Room heater repair,Noida,Microwave Repair,296.29"
"Extreme,Decorative Lights Installation (per 5m),Rishikesh,Hair colour,279.12"
"Fine,Wash basin blockage removal,Rishikesh,Laptop Repair,233.21"
"Fine,Fuse 5 / 15 Amp,Rishikesh,Kitchen cleaning,263.71"
"Fine,Inverter PCB Card Replacement,Dehradun,Bathroom cleaning,63.77"
"Fine,Tap installation,Rishikesh,Men/kids haircut,412.69"
"Fine,Timer,Dehradun,Home painting,59.05"
"Extreme,3 Phase changeover switch installation,Rishikesh,Shave/beard grooming,240.62"
"Extreme,Fuse 5 / 15 Amp,Jaipur,Kitchen cleaning,260.63"
"Fine,Replace CFL to LED,Ahemdabad,Face care,231.7"
"Fine,Inverter fuse replacement,Delhi,Men/kids haircut,334.83"
"Fine,Switch Membrane / Key Pad Repair,Ahemdabad,Kitchen cleaning,160.99"
"Fine,Single pole MCB installation,Delhi,Full home cleaning,454.92"
"Fine,Triple Pole MCB Installation,Haridwar,Electrician,272.15"
"Fine,Wash Basin Leakage Repair,Haridwar,Full home cleaning,435.85"
"Fine,Tubelight Installation/Repair,Lucknow,Electrician,431.93"
"Fine,Thermal Cut Off (TCO),Jaipur,Carpenter,332.05"
"Fine,New wiring without casing (per 5m),Ahemdabad,Bathroom cleaning,328.61"
"Fine,Lights Uninstallation (per 20 m),Dehradun,Chimney Repair,65.36"
"Fine,Fuse 5 / 15 Amp,Dehradun,Massage,285.04"
"Extreme,Inverter servicing,Delhi,Carpenter,310.43"
"Extreme,Decorative Lights Installation (per 5m),Lucknow,Carpenter,397.15"
"Extreme,Sub meter installation,Rishikesh,Face care,111.84"
"Extreme,Triple Pole MCB Installation,Lucknow,Water Purifier Repair,107.09"
"Fine,Drainage pipe blockage removal,Lucknow,Electrician,348.65"
"Extreme,Wash Basin Leakage Repair,Noida,Microwave Repair,461.67"
"Fine,Tap installation,Haridwar,Washing Machine Repair,317.21"
"Fine,Single battery inverter installation,Jaipur,Carpenter,248.1"
"Extreme,Double Pole MCB Installation,Ahemdabad,Microwave Repair,300.54"
"Fine,Switchboard repair,Noida,Washing Machine Repair,196.05"
"Extreme,Decorative ceiling fan installation,Delhi,Men/kids haircut,408.27"
"Extreme,Tap installation,Lucknow,Carpenter,387.95"
"Extreme,Bulbs installation (upto 5 bulbs),Dehradun,Hair colour,230.72"
"Fine,Tap repair,Dehradun,Laptop Repair,245.23"
"Extreme,Chandelier installation (more than 6 bulbs),Dehradun,Home painting,271.47"
"Fine,Inverter servicing,Ahemdabad,Face care,83.53"
"Extreme,Drainage pipe blockage removal,Lucknow,Chimney Repair,306.25"
"Extreme,3 Phase Changeover Switch Installation,Lucknow,Carpenter,191.78"
"Extreme,Double battery inverter installation,Jaipur,Plumber,121.64"
"Fine,Wash Basin Leakage Repair,Dehradun,Shave/beard grooming,440.15"
"Extreme,Timer,Noida,Chimney Repair,435.18"
"Fine,Decorative Lights Installation (per 10m),Noida,Bathroom cleaning,124.23"
"Extreme,3 Phase changeover switch installation,Ahemdabad,Washing Machine Repair,242.03"
"Fine,Thermal Cut Off (TCO),Jaipur,Washing Machine Repair,263.35"
"Extreme,Wash basin installation,Jaipur,Refrigerator Repair,354.33"
"Extreme,Stabilizer installation,Lucknow,Massage,499.19"
"Extreme,Hot & cold water mixer repair,Noida,Microwave Repair,206.8"
"Fine,Tap repair,Lucknow,Chimney Repair,451.57"
"Fine,Triple Pole MCB Installation,Ahemdabad,Pest control,355.53"
"Extreme,3 Phase Changeover Switch Installation,Haridwar,Carpenter,397.02"
"Fine,Waste pipe leakage,Dehradun,Full home cleaning,131.28"
"Fine,Fuse 5 / 15 Amp,Haridwar,Laptop Repair,441.18"
"Fine,Switch Membrane / Key Pad Repair,Delhi,Bathroom cleaning,231.8"
"Fine,Drainage pipe blockage removal,Rishikesh,Refrigerator Repair,164.37"
"Fine,AC switchbox installation,Lucknow,AC Repair Service,144.19"
"Fine,Bulb Holder Installation,Delhi,Bathroom cleaning,392.26"
"Extreme,Hot & cold water mixer repair,Ahemdabad,Refrigerator Repair,138.7"
"Extreme,Single pole MCB installation,Ahemdabad,Chimney Repair,186.69"
"Extreme,New wiring with casing (per 5m),Lucknow,Refrigerator Repair,465.65"
"Fine,Inverter fuse replacement,Dehradun,Washing Machine Repair,383.26"
"Fine,Ceiling Fan Installation,Jaipur,Massage,321.02"
"Fine,Single pole MCB installation,Haridwar,Hair colour,431.53"
"Extreme,Wash basin blockage removal,Haridwar,Carpenter,361.43"
"Fine,Minor fittings installation,Jaipur,Chimney Repair,216.35"
"Extreme,Door bell installation,Rishikesh,AC Repair Service,296.68"
"Extreme,Switch Membrane / Key Pad Repair,Dehradun,Men/kids haircut,400.12"
"Fine,Drainage pipe blockage removal,Jaipur,Men/kids haircut,356.95"
"Extreme,Balcony drain blockage removal,Rishikesh,Water Purifier Repair,83.05"
"Extreme,Tap installation,Haridwar,Home painting,321.53"
"Extreme,Stabilizer installation,Lucknow,Chimney Repair,62.57"
"Extreme,Tap installation,Rishikesh,Bathroom cleaning,306.86"
"Fine,Cavity sensor,Ahemdabad,Microwave Repair,361.21"
"Extreme,Single battery inverter installation,Haridwar,Washing Machine Repair,362.14"
"Fine,Fuse 5 / 15 Amp,Dehradun,Massage,95.7"
"Fine,Waste pipe leakage,Noida,Kitchen cleaning,76.26"
"Fine,Switchboard repair,Rishikesh,Kitchen cleaning,305.32"
"Extreme,Tap installation,Dehradun,Hair colour,453.87"
"Fine,Switchboard installation,Rishikesh,Refrigerator Repair,394.47"
"Extreme,Wash basin blockage removal,Delhi,Shave/beard grooming,417.8"
"Extreme,New wiring with casing (per 5m),Dehradun,AC Repair Service,97.51"
"Extreme,Lantern Installation,Dehradun,Microwave Repair,382.79"
"Extreme,Ceiling fan regulator replacement,Ahemdabad,Plumber,466.27"
"Extreme,Tubelight Installation/Repair,Rishikesh,Pest control,392.42"
"Fine,Switch Membrane / Key Pad Repair,Lucknow,Pest control,368.93"
"Fine,3 Phase changeover switch installation,Haridwar,Men/kids haircut,426.09"
"Extreme,Replace CFL to LED,Noida,Carpenter,400.75"
"Extreme,Inverter PCB Card Replacement,Dehradun,Microwave Repair,221.22"
"Extreme,Lights Uninstallation (per 20 m),Delhi,Chimney Repair,76.98"
"Fine,Waste pipe leakage,Rishikesh,Home painting,267.79"
"Extreme,AC switchbox installation,Delhi,Pest control,412.99"
"Fine,Decorative Lights Installation (per 5m),Dehradun,Pest control,331.74"
"Fine,New wiring without casing (per 5m),Dehradun,Shave/beard grooming,320.04"
"Fine,Switch/socket replacement,Rishikesh,Face care,200.44"
"Fine,Sub meter installation,Dehradun,Plumber,251.31"
"Extreme,PCB Repair,Lucknow,Home painting,344.37"
"Extreme,Wash basin blockage removal,Ahemdabad,Electrician,286.77"
"Fine,Tap replacement,Jaipur,Shave/beard grooming,74.43"
"Fine,Double battery inverter installation,Noida,Pest control,464.95"
"Extreme,Minor fittings installation,Delhi,Home painting,103.94"
"Fine,Tubelight Installation/Repair,Lucknow,AC Repair Service,379.43"
"Extreme,Decorative ceiling fan installation,Dehradun,Full home cleaning,186.28"
"Extreme,Chandelier installation (more than 6 bulbs),Jaipur,Hair colour,147.31"
"Extreme,Wash Basin Leakage Repair,Haridwar,Pest control,189.61"
"Extreme,Double Pole MCB Installation,Rishikesh,Laptop Repair,290.32"
"Fine,Triple Pole MCB Installation,Ahemdabad,Shave/beard grooming,429.17"
"Fine,New wiring without casing (per 5m),Dehradun,Pest control,219.94"
"Extreme,Door bell installation,Lucknow,Face care,134.39"
"Extreme,Bulbs installation (upto 5 bulbs),Jaipur,Microwave Repair,446.49"
"Extreme,Fan replacement,Ahemdabad,Hair colour,420.51"
"Extreme,New wiring with casing (per 5m),Lucknow,Refrigerator Repair,441.87"
"Extreme,AC switchbox installation,Delhi,Chimney Repair,412.4"
"Extreme,Switchboard installation,Noida,Water Purifier Repair,245.11"
"Extreme,Double battery inverter installation,Haridwar,Electrician,172.79"
"Extreme,Door bell replacement,Ahemdabad,Home painting,79.41"
"Fine,Switch/socket replacement,Ahemdabad,Chimney Repair,343.2"
"Extreme,Single battery inverter installation,Ahemdabad,Carpenter,301.01"
"Fine,Room heater repair,Ahemdabad,Men/kids haircut,109.87"
"Fine,Inverter fuse replacement,Delhi,Hair colour,433.22"
"Extreme,Wash Basin Leakage Repair,Jaipur,Water Purifier Repair,283.08"
"Extreme,Thermal Cut Off (TCO),Ahemdabad,Refrigerator Repair,490.93"
"Extreme,Wash basin installation,Jaipur,Laptop Repair,335.14"
"Fine,Bulb holder installation,Noida,Electrician,473.61"
"Fine,Bulb,Delhi,AC Repair Service,430.17"
"Extreme,Bulb,Ahemdabad,Men/kids haircut,429.88"
"Extreme,Fuse 5 / 15 Amp,Jaipur,Refrigerator Repair,388.96"
"Fine,Inverter servicing,Rishikesh,Bathroom cleaning,338.26"
"Extreme,Chandelier installation (upto 6 bulbs),Delhi,Face care,225.29"
"Fine,MCB fuse replacement,Rishikesh,Washing Machine Repair,472.68"
"Fine,Hot & cold water mixer installation,Jaipur,AC Repair Service,452.78"
"Extreme,Double Pole MCB Installation,Noida,Hair colour,148.38"
"Extreme,Tap installation,Dehradun,Refrigerator Repair,375.53"
"Extreme,Lantern Installation,Ahemdabad,Plumber,350.64"
"Fine,Double battery inverter installation,Lucknow,Hair colour,108.91"
"Fine,Double Pole MCB Installation,Dehradun,Refrigerator Repair,421.8"
"Extreme,Lantern Installation,Jaipur,Water Purifier Repair,134.42"
"Fine,Bulb holder installation,Ahemdabad,Water Purifier Repair,439.51"
"Extreme,Tap repair,Jaipur,Washing Machine Repair,284.06"
"Fine,Drainage pipe blockage removal,Jaipur,Massage,483.7"
"Extreme,Room heater repair,Rishikesh,Hair colour,443.67"
"Extreme,Chandelier installation (upto 6 bulbs),Jaipur,Carpenter,453.3"
"Extreme,Decorative Lights Installation (per 15m),Noida,Chimney Repair,72.6"
"Fine,Decorative ceiling fan installation,Lucknow,Refrigerator Repair,348.77"
"Fine,Door bell replacement,Jaipur,Hair colour,91.8"
"Extreme,Bulbs installation (upto 5 bulbs),Delhi,Massage,389.38"
"Fine,PCB Repair,Jaipur,Shave/beard grooming,210.57"
"Fine,Replace CFL to LED,Lucknow,Kitchen cleaning,164.68"
"Fine,Chandelier installation (more than 6 bulbs),Noida,Bathroom cleaning,114.28"
"Extreme,Decorative ceiling fan installation,Jaipur,Home painting,366.64"
"Extreme,3 Phase Changeover Switch Installation,Ahemdabad,Washing Machine Repair,377.94"
"Extreme,Room heater repair,Dehradun,Pest control,185.03"
"Extreme,TV installation (up to 48 inches),Lucknow,Bathroom cleaning,385.19"
"Fine,Decorative Lights Installation (per 5m),Haridwar,Full home cleaning,396.28"
"Extreme,Replace CFL to LED,Jaipur,Plumber,157.06"
"Extreme,Switch/socket replacement,Dehradun,Plumber,379.65"
"Fine,Decorative Lights Uninstallation (per 5m),Rishikesh,Full home cleaning,68.93"
"Fine,Single battery inverter installation,Delhi,Refrigerator Repair,359.16"
"Fine,Triple Pole MCB Installation,Rishikesh,Chimney Repair,497.12"
"Fine,Four Pole MCB Installation,Lucknow,Pest control,455.84"
"Extreme,Decorative light & bed lamp installation,Ahemdabad,Plumber,470.27"
"Fine,New internal wiring (per 5m),Jaipur,Electrician,254.65"
"Extreme,MCB fuse replacement,Dehradun,Face care,60.76"
"Fine,Decorative Lights Installation (per 15m),Delhi,Kitchen cleaning,123.62"
"Fine,Switchboard installation,Rishikesh,Pest control,385.49"
"Extreme,Decorative ceiling fan installation,Haridwar,Full home cleaning,291.88"
"Extreme,Single battery inverter installation,Noida,Plumber,307.9"
"Extreme,Bulb,Noida,Electrician,100.3"
"Fine,Double Pole MCB Installation,Rishikesh,Face care,485.09"
"Extreme,Door bell installation,Ahemdabad,Carpenter,247.85"
"Fine,Mini home theater installation,Lucknow,Bathroom cleaning,148"
"Extreme,Wash Basin Leakage Repair,Delhi,Hair colour,319.67"
"Fine,Decorative light & bed lamp installation,Haridwar,Washing Machine Repair,134.28"
"Extreme,Triple Pole MCB Installation,Lucknow,Shave/beard grooming,68.48"
"Fine,Inverter fuse replacement,Dehradun,Men/kids haircut,357.56"
"Extreme,Decorative Lights Installation (per 5m),Rishikesh,Refrigerator Repair,291.15"
"Extreme,Drainage pipe blockage removal,Ahemdabad,AC Repair Service,463.96"
"Fine,Wash basin installation,Delhi,Plumber,403.45"
"Extreme,Room heater repair,Dehradun,Washing Machine Repair,133.1"
"Extreme,Inverter fuse replacement,Lucknow,Home painting,91.83"
"Fine,Inverter fuse replacement,Jaipur,Microwave Repair,265.2"
"Extreme,Decorative Lights Uninstallation (per 5m),Rishikesh,Microwave Repair,223.46"
"Fine,Wash basin installation,Lucknow,Kitchen cleaning,213.32"
"Extreme,New wiring with casing (per 5m),Lucknow,Hair colour,329.77"
"Extreme,AC switchbox installation,Noida,Washing Machine Repair,309.68"
"Extreme,Cavity sensor,Lucknow,Electrician,69.76"
"Extreme,Fuse 5 / 15 Amp,Lucknow,Carpenter,336.66"
"Fine,Mini home theater installation,Jaipur,Refrigerator Repair,190.48"
"Extreme,Lantern Installation,Jaipur,Carpenter,359.84"
"Fine,Double Pole MCB Installation,Noida,Pest control,435.05"
"Extreme,Fuse 5 / 15 Amp,Haridwar,Pest control,79.53"
"Extreme,Door bell replacement,Lucknow,Microwave Repair,223.35"
"Fine,Cavity sensor,Rishikesh,Electrician,135.26"
"Extreme,Hot & cold water mixer installation,Ahemdabad,Electrician,252.77"
"Extreme,Tap repair,Rishikesh,Refrigerator Repair,147.2"
"Extreme,New wiring with casing (per 5m),Noida,Plumber,458.27"
"Extreme,Sub meter installation,Dehradun,Refrigerator Repair,446.9"
"Extreme,Fan uninstallation,Ahemdabad,Refrigerator Repair,194.98"
"Fine,Double battery inverter installation,Jaipur,Massage,374.96"
"Extreme,Stabilizer installation,Rishikesh,Shave/beard grooming,452.69"
"Fine,Inverter PCB Card Replacement,Rishikesh,Massage,499.25"
"Fine,Decorative Lights Installation (per 10m),Jaipur,Water Purifier Repair,119.64"
"Fine,Cavity sensor,Noida,Men/kids haircut,67.83"
"Fine,Double battery inverter installation,Ahemdabad,Refrigerator Repair,173.73"
"Extreme,Door bell replacement,Delhi,AC Repair Service,470.31"
"Fine,Wash Basin Leakage Repair,Dehradun,Chimney Repair,91.96"
