Weather,City,Subservice,Service,Price
Extreme,Haridwar,Hot & cold water mixer repair,Washing Machine Repair,193.96
Extreme,Noida,Fan uninstallation,Men/kids haircut,407.46
Fine,Haridwar,TV uninstallation,Full home cleaning,391.83
Extreme,Ahemdabad,Switch Membrane / Key Pad Repair,Home painting,348.58
Fine,Noida,Door bell installation,Hair colour,448.7
Fine,Delhi,Material Procurement Charges,Face care,263.96
Fine,Ahemdabad,Wash basin installation,Plumber,201.15
Extreme,Noida,Chandelier installation (more than 6 bulbs),Face care,100.48
Extreme,Delhi,Wash basin blockage removal,Chimney Repair,471.33
Fine,Haridwar,Tubelight Installation/Repair,AC Repair Service,203.81
Fine,Rishikesh,Switch/socket replacement,Men/kids haircut,455.34
Fine,Rishikesh,Waste pipe leakage,Chimney Repair,456.18
Extreme,Lucknow,Inverter servicing,Face care,87.95
Extreme,Jaipur,Decorative Lights Installation (per 15m),Massage,468.62
Extreme,Dehradun,Double battery inverter installation,AC Repair Service,466.46
Fine,Delhi,Chandelier installation (upto 6 bulbs),Face care,259.54
Extreme,Delhi,Double battery inverter installation,Carpenter,463.46
Fine,Noida,Wash basin blockage removal,Pest control,393.92
Extreme,Jaipur,Decorative Lights Uninstallation (per 5m),Washing Machine Repair,163.54
Fine,Delhi,Geyser Installation,Pest control,472.23
Fine,Lucknow,Chandelier installation (upto 6 bulbs),Kitchen cleaning,291.0
Fine,Jaipur,Four Pole MCB Installation,Pest control,382.37
Fine,Delhi,Single pole MCB installation,Plumber,401.25
Fine,Noida,Ceiling fan regulator replacement,Pest control,458.68
Extreme,Noida,Cavity sensor,Face care,409.46
Fine,Noida,Drainage pipe blockage removal,Massage,364.55
Fine,Haridwar,3 Phase changeover switch installation,Men/kids haircut,373.89
Fine,Jaipur,Shower installation (wall mounted/ hand-held),Bathroom cleaning,403.79
Fine,Haridwar,TV installation (above 48 inches),Bathroom cleaning,492.2
Fine,Rishikesh,Fan repair,Chimney Repair,408.62
Fine,Haridwar,Single pole MCB installation,Water Purifier Repair,390.82
Fine,Rishikesh,Bulbs installation (upto 5 bulbs),Men/kids haircut,140.48
Fine,Lucknow,Fan uninstallation,Men/kids haircut,476.6
Fine,Noida,TV installation (above 48 inches),Men/kids haircut,247.76
Extreme,Haridwar,Inverter PCB Card Replacement,Microwave Repair,243.87
Extreme,Noida,3 Phase changeover switch installation,Bathroom cleaning,480.42
Fine,Delhi,Lights Uninstallation (per 20 m),AC Repair Service,476.12
Extreme,Haridwar,Shower installation (ceiling mounted),Carpenter,348.07
Extreme,Dehradun,Stabilizer installation,Carpenter,387.34
Extreme,Delhi,Triple Pole MCB Installation,Water Purifier Repair,386.11
Extreme,Rishikesh,Bulb,Shave/beard grooming,212.73
Extreme,Noida,Waste pipe leakage,Men/kids haircut,183.76
Fine,Haridwar,Wash Basin Leakage Repair,AC Repair Service,281.99
Fine,Haridwar,Wash Basin Leakage Repair,Men/kids haircut,294.47
Fine,Noida,Chandelier installation (upto 6 bulbs),Pest control,385.51
Fine,Lucknow,Decorative Lights Installation (per 15m),Kitchen cleaning,101.99
Fine,Ahemdabad,Material Procurement Charges,Home painting,472.88
Fine,Rishikesh,Fuse 5 / 15 Amp,Pest control,478.53
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,458.17
Fine,Haridwar,MCB fuse replacement,Microwave Repair,392.1
Fine,Haridwar,Bulb Holder Installation,Home painting,272.14
Fine,Lucknow,Fan uninstallation,Washing Machine Repair,374.86
Extreme,Dehradun,Single battery inverter installation,Massage,480.67
Extreme,Haridwar,Fan repair,Electrician,387.66
Extreme,Ahemdabad,Tap installation,Washing Machine Repair,429.12
Fine,Delhi,Fuse 5 / 15 Amp,Home painting,480.38
Fine,Jaipur,Chandelier installation (more than 6 bulbs),Pest control,345.83
Extreme,Noida,Inverter PCB Card Replacement,Full home cleaning,202.4
Extreme,Lucknow,Switchboard installation,Carpenter,161.93
Fine,Noida,Bulb,Water Purifier Repair,410.92
Extreme,Lucknow,Inverter fuse replacement,Full home cleaning,466.89
Fine,Noida,PCB Repair,Massage,367.38
Extreme,Dehradun,Replace CFL to LED,Carpenter,75.77
Fine,Noida,Shower installation (ceiling mounted),Chimney Repair,83.74
Fine,Lucknow,Triple Pole MCB Installation,Face care,281.7
Fine,Rishikesh,Drainage pipe blockage removal,Chimney Repair,395.8
Fine,Haridwar,Waste pipe leakage,Carpenter,462.84
Fine,Rishikesh,Bulbs installation (upto 5 bulbs),Home painting,465.52
Extreme,Haridwar,Double Pole MCB Installation,Home painting,399.52
Extreme,Ahemdabad,Timer,AC Repair Service,429.05
Fine,Haridwar,Inverter PCB Card Replacement,Carpenter,391.81
Extreme,Ahemdabad,Fan repair,Chimney Repair,465.45
Extreme,Rishikesh,Fuse 5 / 15 Amp,Chimney Repair,95.92
Extreme,Noida,PCB Repair,Shave/beard grooming,441.19
Fine,Noida,Tap installation,Face care,228.43
Fine,Delhi,Fan Coil Repair,Chimney Repair,246.83
Extreme,Lucknow,Bulb holder installation,Shave/beard grooming,429.13
Fine,Rishikesh,Waste pipe leakage,Home painting,374.58
Fine,Lucknow,Tubelight Installation/Repair,Men/kids haircut,290.84
Fine,Noida,TV installation (above 48 inches),Refrigerator Repair,448.01
Extreme,Rishikesh,Decorative ceiling fan installation,Refrigerator Repair,144.35
Extreme,Lucknow,Replace CFL to LED,Electrician,450.46
Extreme,Noida,Tap installation,Men/kids haircut,237.04
Fine,Rishikesh,Single pole MCB installation,Chimney Repair,363.19
Extreme,Rishikesh,Chandelier installation (more than 6 bulbs),Men/kids haircut,316.06
Extreme,Noida,New wiring without casing (per 5m),AC Repair Service,87.99
Fine,Lucknow,Inverter PCB Card Replacement,Carpenter,430.48
Extreme,Dehradun,Decorative Lights Installation (per 10m),Face care,474.48
Extreme,Haridwar,TV installation (above 48 inches),Washing Machine Repair,490.9
Fine,Delhi,Minor fittings installation,Full home cleaning,462.47
Extreme,Jaipur,Door bell installation,Carpenter,418.87
Extreme,Rishikesh,Wash basin installation,Pest control,449.59
Extreme,Delhi,Sub meter installation,Face care,155.7
Extreme,Haridwar,Four Pole MCB Installation,Chimney Repair,355.81
Fine,Haridwar,Switchboard installation,Chimney Repair,159.95
Extreme,Noida,Fan Coil Repair,Face care,256.22
Fine,Delhi,Geyser Uninstallation,Microwave Repair,95.64
Extreme,Delhi,Door bell replacement,Refrigerator Repair,265.42
Extreme,Noida,Lantern Installation,Carpenter,271.84
Fine,Rishikesh,PCB Repair,Water Purifier Repair,478.69
Extreme,Haridwar,Decorative Lights Installation (per 15m),Electrician,306.23
Extreme,Lucknow,Lantern Installation,Face care,356.14
Extreme,Dehradun,Decorative ceiling fan installation,Carpenter,285.6
Extreme,Noida,Fuse 5 / 15 Amp,Chimney Repair,183.68
Fine,Haridwar,Hot & cold water mixer repair,Washing Machine Repair,156.42
Fine,Ahemdabad,AC switchbox installation,Electrician,155.06
Extreme,Rishikesh,Wash basin installation,Laptop Repair,478.48
Extreme,Noida,Switch/socket replacement,Chimney Repair,452.94
Extreme,Dehradun,Ceiling fan regulator replacement,Face care,413.83
Fine,Noida,TV installation (above 48 inches),Full home cleaning,396.73
Extreme,Ahemdabad,Lantern Installation,Bathroom cleaning,397.37
Fine,Ahemdabad,MCB fuse replacement,Laptop Repair,315.76
Fine,Delhi,Single pole MCB installation,Men/kids haircut,383.7
Extreme,Ahemdabad,Door bell replacement,Shave/beard grooming,102.18
Fine,Delhi,Double Pole MCB Installation,Microwave Repair,152.84
Fine,Jaipur,Chandelier installation (more than 6 bulbs),Massage,469.55
Extreme,Noida,TV uninstallation,Men/kids haircut,461.66
Fine,Delhi,Wash Basin Leakage Repair,Home painting,353.96
Fine,Haridwar,Decorative Lights Installation (per 10m),Pest control,373.64
Fine,Delhi,Fan uninstallation,Laptop Repair,153.61
Fine,Ahemdabad,Bulb holder installation,Pest control,90.54
Extreme,Haridwar,Shower installation (ceiling mounted),Washing Machine Repair,419.79
Fine,Noida,Hot & cold water mixer installation,AC Repair Service,382.1
Extreme,Jaipur,Decorative Lights Uninstallation (per 5m),Washing Machine Repair,381.63
Extreme,Noida,Four Pole MCB Installation,Carpenter,454.06
Extreme,Rishikesh,Material Procurement Charges,Refrigerator Repair,456.24
Fine,Noida,Fan replacement,Hair colour,373.95
Fine,Noida,TV installation (above 48 inches),Washing Machine Repair,263.68
Fine,Delhi,Hot & cold water mixer repair,Carpenter,274.3
Extreme,Noida,Geyser Uninstallation,Washing Machine Repair,71.11
Fine,Delhi,TV installation (above 48 inches),Hair colour,313.77
Extreme,Noida,Chandelier installation (more than 6 bulbs),Men/kids haircut,150.55
Extreme,Rishikesh,TV installation (up to 48 inches),Men/kids haircut,96.53
Fine,Noida,Chandelier installation (more than 6 bulbs),Laptop Repair,404.83
Extreme,Delhi,Chandelier installation (more than 6 bulbs),Carpenter,467.58
Fine,Haridwar,Hot & cold water mixer installation,Men/kids haircut,394.02
Fine,Dehradun,Inverter servicing,Face care,374.62
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Carpenter,499.1
Fine,Noida,Material Procurement Charges,Men/kids haircut,365.33
Extreme,Lucknow,Geyser Uninstallation,Men/kids haircut,486.73
Fine,Noida,TV installation (above 48 inches),Refrigerator Repair,387.61
Fine,Delhi,Minor fittings installation,Face care,469.7
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Home painting,466.62
Fine,Jaipur,Switch Membrane / Key Pad Repair,Bathroom cleaning,305.15
Fine,Lucknow,Double battery inverter installation,Face care,348.53
Fine,Lucknow,3 Phase Changeover Switch Installation,Kitchen cleaning,391.66
Extreme,Noida,Fan replacement,Carpenter,416.59
Fine,Jaipur,Inverter servicing,Full home cleaning,213.87
Fine,Rishikesh,Door bell replacement,Men/kids haircut,465.44
Fine,Haridwar,TV installation (above 48 inches),Home painting,346.87
Extreme,Rishikesh,Waste pipe leakage,Carpenter,457.5
Fine,Ahemdabad,Decorative Lights Installation (per 15m),Washing Machine Repair,342.78
Fine,Noida,Hot & cold water mixer installation,Home painting,491.82
Extreme,Delhi,Tubelight Installation/Repair,Carpenter,458.52
Fine,Rishikesh,Switch Membrane / Key Pad Repair,Chimney Repair,69.55
Fine,Delhi,Mini home theater installation,Washing Machine Repair,460.0
Fine,Dehradun,TV installation (up to 48 inches),Massage,406.55
Fine,Noida,Fan uninstallation,Kitchen cleaning,250.36
Extreme,Haridwar,Inverter PCB Card Replacement,Electrician,269.91
Fine,Delhi,Four Pole MCB Installation,Home painting,432.19
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Plumber,487.4
Extreme,Noida,Inverter fuse replacement,Carpenter,376.36
Fine,Jaipur,Material Procurement Charges,Carpenter,483.22
Fine,Delhi,Double Pole MCB Installation,Home painting,268.05
Fine,Rishikesh,Fan uninstallation,Hair colour,253.76
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,458.82
Fine,Dehradun,Fan uninstallation,Carpenter,381.23
Fine,Ahemdabad,Waste pipe leakage,Carpenter,471.91
Extreme,Ahemdabad,Bulb holder installation,Washing Machine Repair,447.02
Fine,Delhi,Decorative ceiling fan installation,Men/kids haircut,282.6
Extreme,Lucknow,Bulbs installation (upto 5 bulbs),Men/kids haircut,390.22
Fine,Jaipur,Inverter servicing,Home painting,407.68
Fine,Rishikesh,Lights Uninstallation (per 20 m),Home painting,182.25
Fine,Haridwar,Hot & cold water mixer repair,Chimney Repair,469.6
Fine,Lucknow,Lantern Installation,Microwave Repair,393.69
Fine,Delhi,3 Phase changeover switch installation,Face care,280.92
Fine,Rishikesh,TV uninstallation,Home painting,145.26
Fine,Dehradun,Decorative Lights Installation (per 10m),Massage,287.73
Extreme,Rishikesh,Wash Basin Leakage Repair,Shave/beard grooming,454.79
Fine,Delhi,Tap replacement,Face care,479.82
Fine,Lucknow,Tap repair,Carpenter,314.16
Fine,Noida,Ceiling Fan Installation,Washing Machine Repair,247.37
Fine,Dehradun,Decorative ceiling fan installation,AC Repair Service,467.29
Fine,Rishikesh,Fan uninstallation,Microwave Repair,457.17
Extreme,Noida,Tap repair,Refrigerator Repair,457.15
Fine,Rishikesh,Switch/socket replacement,Face care,452.29
Fine,Noida,Bulb,Refrigerator Repair,485.16
Extreme,Delhi,New wiring without casing (per 5m),Carpenter,477.6
Fine,Noida,Decorative Lights Installation (per 5m),Carpenter,288.85
Extreme,Noida,Wash Basin Leakage Repair,Men/kids haircut,91.61
Fine,Noida,Cavity sensor,Kitchen cleaning,455.78
Fine,Dehradun,Sub meter installation,Bathroom cleaning,268.8
Extreme,Noida,Inverter fuse replacement,Carpenter,315.13
Extreme,Ahemdabad,Chandelier installation (more than 6 bulbs),Washing Machine Repair,175.05
Fine,Delhi,Drainage pipe blockage removal,Home painting,470.36
Fine,Lucknow,Fan repair,Microwave Repair,452.05
Fine,Noida,Wash basin blockage removal,Men/kids haircut,256.95
Fine,Ahemdabad,Wash basin installation,Massage,197.14
Extreme,Delhi,Wash basin blockage removal,AC Repair Service,161.95
Extreme,Delhi,Wash Basin Leakage Repair,Bathroom cleaning,133.81
Extreme,Noida,Chandelier installation (upto 6 bulbs),Men/kids haircut,377.7
Extreme,Delhi,Wash Basin Leakage Repair,Home painting,471.46
Fine,Rishikesh,Switch/socket replacement,Carpenter,313.89
Fine,Delhi,Chandelier installation (more than 6 bulbs),Home painting,343.24
Fine,Lucknow,MCB fuse replacement,Massage,366.91
Fine,Haridwar,New wiring without casing (per 5m),Chimney Repair,249.46
Fine,Delhi,Thermal Cut Off (TCO),Carpenter,474.93
Extreme,Rishikesh,Material Procurement Charges,Refrigerator Repair,398.54
Extreme,Ahemdabad,Bulb holder installation,Washing Machine Repair,396.77
Fine,Delhi,Replace CFL to LED,Chimney Repair,212.57
Extreme,Jaipur,Hot & cold water mixer repair,Laptop Repair,310.37
Fine,Delhi,Wash basin blockage removal,Face care,470.91
Fine,Rishikesh,Cavity sensor,Men/kids haircut,431.7
Fine,Jaipur,Decorative Lights Uninstallation (per 5m),AC Repair Service,83.29
Extreme,Lucknow,TV uninstallation,Carpenter,85.51
Fine,Lucknow,Shower installation (ceiling mounted),Bathroom cleaning,202.98
Extreme,Rishikesh,TV installation (up to 48 inches),Men/kids haircut,109.88
Extreme,Haridwar,Minor fittings installation,Carpenter,491.34
Fine,Jaipur,Triple Pole MCB Installation,Bathroom cleaning,220.79
Extreme,Noida,Chandelier installation (more than 6 bulbs),Chimney Repair,229.55
Fine,Noida,Double battery inverter installation,Carpenter,269.29
Extreme,Ahemdabad,Decorative Lights Installation (per 5m),Bathroom cleaning,313.48
Extreme,Noida,TV installation (above 48 inches),Pest control,482.02
Extreme,Haridwar,Chandelier installation (upto 6 bulbs),Carpenter,139.01
Fine,Lucknow,PCB Repair,Chimney Repair,472.65
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,463.61
Fine,Delhi,Wash Basin Leakage Repair,Chimney Repair,136.8
Fine,Rishikesh,Door bell installation,Men/kids haircut,355.08
Fine,Noida,Waste pipe leakage,Water Purifier Repair,491.13
Extreme,Ahemdabad,Decorative ceiling fan installation,Laptop Repair,447.83
Fine,Dehradun,Bulb,Microwave Repair,453.73
Fine,Jaipur,Switch/socket replacement,Kitchen cleaning,247.14
Extreme,Haridwar,Tap installation,Men/kids haircut,423.11
Fine,Lucknow,New internal wiring (per 5m),AC Repair Service,310.26
Fine,Lucknow,Decorative ceiling fan installation,Shave/beard grooming,143.53
Extreme,Dehradun,Tap installation,Electrician,69.79
Fine,Noida,Single battery inverter installation,Laptop Repair,107.23
Extreme,Jaipur,Bulb,Bathroom cleaning,479.07
Fine,Delhi,Waste pipe leakage,Men/kids haircut,284.99
Fine,Delhi,Fan replacement,Pest control,470.95
Fine,Haridwar,Wash Basin Leakage Repair,Men/kids haircut,459.64
Fine,Dehradun,Bulbs installation (upto 5 bulbs),Home painting,298.13
Fine,Noida,Fuse 5 / 15 Amp,Water Purifier Repair,94.95
Extreme,Jaipur,Chandelier installation (more than 6 bulbs),Carpenter,396.79
Extreme,Rishikesh,Bulb,Laptop Repair,468.46
Extreme,Noida,Fan uninstallation,Face care,458.7
Fine,Noida,Tubelight Installation/Repair,Home painting,292.03
Extreme,Noida,Decorative Lights Installation (per 5m),Laptop Repair,495.28
Extreme,Noida,Switchboard installation,Washing Machine Repair,442.12
Extreme,Ahemdabad,New wiring without casing (per 5m),Full home cleaning,428.02
Fine,Jaipur,Wash basin blockage removal,Men/kids haircut,382.23
Fine,Haridwar,Waste pipe leakage,Men/kids haircut,199.95
Extreme,Noida,Chandelier installation (more than 6 bulbs),Massage,366.08
Fine,Noida,Inverter fuse replacement,Plumber,302.39
Extreme,Noida,Wash Basin Leakage Repair,Carpenter,368.05
Fine,Haridwar,Lights Uninstallation (per 20 m),Chimney Repair,392.01
Extreme,Delhi,Lantern Installation,AC Repair Service,406.76
Fine,Noida,Switch/socket replacement,Men/kids haircut,216.36
Fine,Noida,Shower installation (wall mounted/ hand-held),Men/kids haircut,477.69
Extreme,Dehradun,Decorative Lights Uninstallation (per 5m),Carpenter,82.86
Fine,Delhi,Single pole MCB installation,Face care,424.82
Extreme,Delhi,Balcony drain blockage removal,Shave/beard grooming,473.69
Fine,Lucknow,Bulb,Microwave Repair,365.89
Extreme,Jaipur,Decorative Lights Installation (per 15m),Massage,446.89
Extreme,Rishikesh,Decorative ceiling fan installation,Carpenter,274.54
Fine,Jaipur,3 Phase changeover switch installation,Chimney Repair,365.0
Fine,Ahemdabad,Decorative Lights Installation (per 10m),Chimney Repair,393.07
Fine,Rishikesh,Wash basin blockage removal,Face care,381.44
Extreme,Dehradun,TV installation (above 48 inches),Electrician,121.13
Extreme,Noida,Chandelier installation (upto 6 bulbs),Washing Machine Repair,482.88
Extreme,Lucknow,Tubelight Installation/Repair,Face care,162.65
Extreme,Lucknow,Inverter PCB Card Replacement,Face care,283.69
Fine,Jaipur,Mini home theater installation,Home painting,171.24
Fine,Rishikesh,Material Procurement Charges,Massage,455.17
Fine,Dehradun,Switchboard repair,Pest control,180.9
Extreme,Jaipur,Decorative Lights Installation (per 5m),Bathroom cleaning,370.21
Fine,Delhi,Switch/socket replacement,Full home cleaning,436.87
Fine,Lucknow,Chandelier installation (more than 6 bulbs),Face care,371.28
Fine,Dehradun,Decorative Lights Uninstallation (per 5m),Massage,168.03
Fine,Ahemdabad,Ceiling Fan Installation,Carpenter,441.72
Extreme,Haridwar,Decorative Lights Installation (per 15m),AC Repair Service,401.42
Extreme,Ahemdabad,Double battery inverter installation,Face care,283.63
Fine,Noida,New wiring with casing (per 5m),Massage,264.78
